Player,Team,Year,Years,Unnamed: 4,Value,APY,Guaranteed,Unnamed: 8,APY as % Of,Unnamed: 10,Inflated,Inflated.1,Inflated.2
Andrew Luck,Colts,2012,4.0,,22107998.0,5527000.0,22107998.0,,4.60%,,51182032.0,12795509.0,51182032.0
Cam Newton,Panthers,2011,4.0,,22025498.0,5506375.0,22025498.0,,4.60%,,51086347.0,12771588.0,51086347.0
Joe Burrow,Bengals,2020,4.0,,36190136.0,9047534.0,36190136.0,,4.60%,,50980252.0,12745063.0,50980252.0
Cam Newton,Panthers,2021,1.0,,8250000.0,8250000.0,4500000.0,,4.50%,,12621370.0,12621370.0,6884384.0
Chase Daniel,Eagles,2016,3.0,,21000000.0,7000000.0,12000000.0,,4.50%,,37761319.0,12587106.0,21577897.0
Marcus Mariota,Falcons,2022,2.0,,18750000.0,9375000.0,6750000.0,,4.50%,,25144092.0,12572046.0,9051873.0
Jared Goff,Rams,2016,4.0,,27937672.0,6984418.0,27937672.0,,4.50%,,50236350.0,12559087.0,50236350.0
Chad Pennington,Dolphins,2010,1.0,,5750000.0,5750000.0,1000000.0,,4.50%,,12444961.0,12444961.0,2164341.0
Marcus Mariota,Raiders,2020,2.0,,17600000.0,8800000.0,7500000.0,,4.40%,,24792735.0,12396367.0,10565086.0
Jameis Winston,Buccaneers,2015,4.0,,25351277.0,6337819.0,25351277.0,,4.40%,,49400311.0,12350077.0,49400311.0
Robert Griffin III,Commanders,2012,5.0,,21119098.0,5279775.0,21119098.0,,4.40%,,48892638.0,12223161.0,48892638.0
Cam Ward,Titans,2025,4.0,,48839604.0,12209901.0,48839604.0,,4.40%,,48839604.0,12209901.0,48839604.0
Mitchell Trubisky,Bears,2017,4.0,,29032436.0,7258109.0,29032436.0,,4.30%,,48538061.0,12134515.0,48538061.0
Carson Wentz,Eagles,2016,4.0,,26676338.0,6669085.0,26676338.0,,4.30%,,47968272.0,11992069.0,47968272.0
Sam Darnold,NYJ/CAR,2018,4.0,,30247694.0,7561924.0,30247694.0,,4.30%,,47658895.0,11914724.0,47658895.0
Marcus Mariota,Titans,2015,4.0,,24213974.0,6053494.0,24213974.0,,4.20%,,47184126.0,11796032.0,47184126.0
Bryce Young,Panthers,2023,4.0,,37955074.0,9488769.0,37955074.0,,4.20%,,47139932.0,11784984.0,47139932.0
Donovan McNabb,Vikings,2011,1.0,,5050000.0,5050000.0,0.0,,4.20%,,11713063.0,11713063.0,0.0
Kyle Orton,Bills,2014,2.0,,11000000.0,5500000.0,3000000.0,,4.10%,,23091729.0,11545865.0,6297744.0
Joe Flacco,Ravens,2008,5.0,,23800000.0,4760000.0,8360000.0,,4.10%,,57284138.0,11456828.0,20121655.0
Nick Foles,Bears,2020,3.0,,24000000.0,8000000.0,21000000.0,,4.00%,,33808274.0,11269425.0,29582240.0
C.J. Stroud,Texans,2023,4.0,,36279244.0,9069811.0,36279244.0,,4.00%,,45058563.0,11264641.0,45058563.0
Case Keenum,Commanders,2019,1.0,,7500000.0,7500000.0,7500000.0,,4.00%,,11126461.0,11126461.0,11126461.0
Matt Cassel,BUF/MIN,2014,2.0,,10500000.0,5250000.0,5650000.0,,3.90%,,22042105.0,11021053.0,11860752.0
Sam Darnold,Vikings,2024,1.0,,10000000.0,10000000.0,8750000.0,,3.90%,,10931872.0,10931872.0,9565388.0
Blake Bortles,Jaguars,2014,4.0,,20654802.0,5163701.0,20654802.0,,3.90%,,43359554.0,10839890.0,43359554.0
Caleb Williams,Bears,2024,4.0,,39486058.0,9871515.0,39486058.0,,3.90%,,43165652.0,10791413.0,43165652.0
Teddy Bridgewater,Saints,2019,1.0,,7250000.0,7250000.0,7250000.0,,3.90%,,10755579.0,10755579.0,10755579.0
Tua Tagovailoa,Dolphins,2020,4.0,,30275436.0,7568859.0,30275436.0,,3.80%,,42648344.0,10662086.0,42648344.0
Anthony Richardson,Colts,2023,4.0,,33994030.0,8498508.0,33994030.0,,3.80%,,42220343.0,10555086.0,42220343.0
Russell Wilson,Giants,2025,1.0,,10500000.0,10500000.0,10000000.0,,3.80%,,10500000.0,10500000.0,10000000.0
Josh McCown,Buccaneers,2014,2.0,,10000000.0,5000000.0,4750000.0,,3.80%,,20992481.0,10496241.0,9971429.0
Kurt Warner,Giants,2004,1.0,,3000000.0,3000000.0,1500000.0,,3.70%,,10394381.0,10394381.0,5197190.0
Ryan Tannehill,MIA/TEN,2019,1.0,,7000000.0,7000000.0,6750000.0,,3.70%,,10384697.0,10384697.0,10013815.0
Jayden Daniels,Commanders,2024,4.0,,37746650.0,9436663.0,37746650.0,,3.70%,,41264153.0,10316039.0,41264153.0
Brian Hoyer,Texans,2015,2.0,,10500000.0,5250000.0,4750000.0,,3.70%,,20460637.0,10230318.0,9256002.0
Brian Hoyer,49ers,2017,2.0,,12000000.0,6000000.0,9850000.0,,3.60%,,20062275.0,10031138.0,16467784.0
Josh McCown,Jets,2017,1.0,,6000000.0,6000000.0,6000000.0,,3.60%,,10031138.0,10031138.0,10031138.0
Drake Maye,Patriots,2024,4.0,,36639764.0,9159941.0,36639764.0,,3.60%,,40054119.0,10013530.0,40054119.0
Jason Campbell,Raiders,2010,1.0,,4600000.0,4600000.0,0.0,,3.60%,,9955969.0,9955969.0,0.0
Mitchell Trubisky,Steelers,2022,2.0,,14285000.0,7412500.0,5250000.0,,3.60%,,19156446.0,9940298.0,7040346.0
Jacoby Brissett,Commanders,2023,1.0,,8000000.0,8000000.0,7500000.0,,3.60%,,9935943.0,9935943.0,9314947.0
Chad Pennington,Dolphins,2008,2.0,,8000000.0,4000000.0,3500000.0,,3.40%,,19255172.0,9627586.0,8424138.0
Daniel Jones,Giants,2019,4.0,,25664056.0,6416014.0,25664056.0,,3.40%,,38073350.0,9518337.0,38073350.0
Teddy Bridgewater,NO/NYJ,2018,1.0,,6000000.0,6000000.0,500000.0,,3.40%,,9453725.0,9453725.0,787810.0
Jimmy Garoppolo,49ers,2022,1.0,,7000000.0,7000000.0,6500000.0,,3.40%,,9387128.0,9387128.0,8716619.0
Justin Herbert,Chargers,2020,4.0,,26578754.0,6644689.0,26578754.0,,3.40%,,37440909.0,9360228.0,37440909.0
Alex Smith,49ers,2011,1.0,,4000000.0,4000000.0,4000000.0,,3.30%,,9277674.0,9277674.0,9277674.0
Vince Young,Eagles,2011,1.0,,4000000.0,4000000.0,2000000.0,,3.30%,,9277674.0,9277674.0,4638837.0
Nick Foles,Eagles,2017,2.0,,11000000.0,5500000.0,7000000.0,,3.30%,,18390419.0,9195210.0,11702994.0
Josh McCown,Browns,2015,3.0,,14000000.0,4666667.0,6250000.0,,3.30%,,27280849.0,9093617.0,12178950.0
Matt Moore,Dolphins,2013,2.0,,8000000.0,4000000.0,4000000.0,,3.30%,,18159350.0,9079675.0,9079675.0
Mark Sanchez,DEN/PHI,2015,2.0,,9000000.0,4500000.0,5500000.0,,3.10%,,17537688.0,8768844.0,10717476.0
Jacoby Brissett,Patriots,2024,1.0,,8000000.0,8000000.0,6500000.0,,3.10%,,8745497.0,8745497.0,7105717.0
Teddy Bridgewater,Dolphins,2022,1.0,,6500000.0,6500000.0,6500000.0,,3.10%,,8716619.0,8716619.0,8716619.0
Taylor Heinicke,Falcons,2023,2.0,,14000000.0,7000000.0,6320000.0,,3.10%,,17387900.0,8693950.0,7849395.0
Luke McCown,JAX/TB,2009,2.0,,7500000.0,3750000.0,2500000.0,,3.00%,,17024390.0,8512195.0,5674797.0
Case Keenum,BUF/CLE,2020,3.0,,18000000.0,6000000.0,8000000.0,,3.00%,,25356206.0,8452069.0,11269425.0
Tyrod Taylor,Texans,2021,1.0,,5500000.0,5500000.0,2500000.0,,3.00%,,8414247.0,8414247.0,3824658.0
Jameis Winston,Saints,2021,1.0,,5500000.0,5500000.0,5500000.0,,3.00%,,8414247.0,8414247.0,8414247.0
Matt Cassel,Vikings,2013,1.0,,3700000.0,3700000.0,2000000.0,,3.00%,,8398699.0,8398699.0,4539837.0
Michael Vick,Jets,2014,1.0,,4000000.0,4000000.0,4000000.0,,3.00%,,8396992.0,8396992.0,8396992.0
Chad Henne,Jaguars,2014,2.0,,8000000.0,4000000.0,4500000.0,,3.00%,,16793985.0,8396992.0,9446617.0
Josh Allen,Bills,2018,4.0,,21183034.0,5295759.0,21183034.0,,3.00%,,33376428.0,8344108.0,33376428.0
Matt Hasselbeck,Colts,2013,2.0,,7250000.0,3625000.0,3000000.0,,2.90%,,16456911.0,8228455.0,6809756.0
Josh McCown,LV/DET,2006,2.0,,6000000.0,3000000.0,2000000.0,,2.90%,,16423529.0,8211765.0,5474510.0
Tony Romo,Cowboys,2006,1.0,,3000000.0,3000000.0,2000000.0,,2.90%,,8211765.0,8211765.0,5474510.0
Tyrod Taylor,Chargers,2019,2.0,,11000000.0,5500000.0,6000000.0,,2.90%,,16318810.0,8159405.0,8901169.0
Ryan Fitzpatrick,Dolphins,2019,2.0,,11000000.0,5500000.0,7000000.0,,2.90%,,16318810.0,8159405.0,10384697.0
Jason Campbell,Bears,2012,1.0,,3500000.0,3500000.0,2000000.0,,2.90%,,8102819.0,8102819.0,4630182.0
Kyle Orton,Cowboys,2012,3.0,,10500000.0,3500000.0,5000000.0,,2.90%,,24308458.0,8102819.0,11575456.0
Marcus Mariota,Commanders,2025,1.0,,8000000.0,8000000.0,7390000.0,,2.90%,,8000000.0,8000000.0,7390000.0
David Carr,Panthers,2007,2.0,,6200000.0,3100000.0,3000000.0,,2.80%,,15881101.0,7940550.0,7684404.0
A.J. McCarron,Raiders,2018,2.0,,10000000.0,5000000.0,4900000.0,,2.80%,,15756208.0,7878104.0,7720542.0
Chase Daniel,Bears,2018,2.0,,10000000.0,5000000.0,7000000.0,,2.80%,,15756208.0,7878104.0,11029345.0
A.J. McCarron,Bills,2018,2.0,,10000000.0,5000000.0,4900000.0,,2.80%,,15756208.0,7878104.0,7720542.0
Derek Anderson,Cardinals,2010,2.0,,7250000.0,3625000.0,2500000.0,,2.80%,,15691473.0,7845736.0,5410853.0
Chad Henne,Jaguars,2012,2.0,,6750000.0,3375000.0,4075000.0,,2.80%,,15626866.0,7813433.0,9433997.0
Michael Vick,Eagles,2009,2.0,,6875000.0,3437500.0,1500000.0,,2.80%,,15605691.0,7802846.0,3404878.0
Cam Newton,Patriots,2021,1.0,,5100000.0,5100000.0,3500000.0,,2.80%,,7802301.0,7802301.0,5354521.0
Brian Griese,CHI/TB,2006,5.0,,14200000.0,2840000.0,4500000.0,,2.80%,,38869020.0,7773804.0,12317647.0
Shaun Hill,Lions,2010,3.0,,10760000.0,3586667.0,1091750.0,,2.80%,,23288310.0,7762771.0,2362919.0
Jacoby Brissett,Dolphins,2021,1.0,,5000000.0,5000000.0,5000000.0,,2.70%,,7649315.0,7649315.0,7649315.0
Nick Foles,Chiefs,2016,2.0,,8500000.0,4250000.0,0.0,,2.70%,,15284343.0,7642172.0,0.0
Mason Rudolph,Steelers,2021,1.0,,4985199.0,4985199.0,2080000.0,,2.70%,,7626672.0,7626672.0,3182115.0
Ryan Fitzpatrick,HOU/NYJ,2014,2.0,,7250000.0,3625000.0,4000000.0,,2.70%,,15219549.0,7609774.0,8396992.0
Chase Daniel,Chiefs,2013,3.0,,10000000.0,3333333.0,4000000.0,,2.70%,,22699187.0,7566395.0,9079675.0
Josh McCown,MIA/CAR,2008,2.0,,6250000.0,3125000.0,2500000.0,,2.70%,,15043103.0,7521552.0,6017241.0
Ryan Fitzpatrick,Titans,2013,2.0,,6500000.0,3250000.0,3250000.0,,2.60%,,14754472.0,7377236.0,7377236.0
Alex Smith,49ers,2009,2.0,,6500000.0,3250000.0,4000000.0,,2.60%,,14754472.0,7377236.0,9079675.0
Tyrod Taylor,Giants,2022,2.0,,11000000.0,5500000.0,8200000.0,,2.60%,,14751201.0,7375600.0,10996350.0
Ryan Tannehill,Dolphins,2012,4.0,,12668512.0,3167128.0,12668512.0,,2.60%,,29328761.0,7332190.0,29328761.0
Jake Locker,Titans,2011,4.0,,12586002.0,3146501.0,12586002.0,,2.60%,,29192206.0,7298053.0,29192206.0
Mark Brunell,Jaguars,1995,3.0,,2900000.0,966667.0,0.0,,2.60%,,21824259.0,7274755.0,0.0
Kyle Orton,CHI/DEN,2008,1.0,,3000000.0,3000000.0,1400000.0,,2.60%,,7220690.0,7220690.0,3369655.0
Justin Fields,CHI/PIT,2021,4.0,,18871952.0,4717988.0,18871952.0,,2.60%,,28871501.0,7217875.0,28871501.0
Chad Henne,Jaguars,2016,2.0,,8000000.0,4000000.0,4500000.0,,2.60%,,14385264.0,7192632.0,8091711.0
Mitchell Trubisky,Steelers,2023,2.0,,11250000.0,5625000.0,6920000.0,,2.50%,,13972420.0,6986210.0,8594591.0
Blaine Gabbert,JAX/SF,2011,4.0,,12001646.0,3000412.0,12001646.0,,2.50%,,27836840.0,6959211.0,27836840.0
Josh Rosen,ARI/MIA,2018,4.0,,17597760.0,4399440.0,17597760.0,,2.50%,,27727396.0,6931849.0,27727396.0
Kevin Kolb,Bills,2013,2.0,,6100000.0,3050000.0,1000000.0,,2.50%,,13846504.0,6923252.0,2269919.0
Patrick Mahomes,Chiefs,2017,4.0,,16425962.0,4106491.0,16425962.0,,2.50%,,27461848.0,6865463.0,27461848.0
Ryan Mallett,Texans,2015,2.0,,7000000.0,3500000.0,0.0,,2.40%,,13640424.0,6820212.0,0.0
Jason Campbell,Commanders,2010,1.0,,3143250.0,3143250.0,0.0,,2.40%,,6803065.0,6803065.0,0.0
David Carr,49ers,2010,2.0,,6250000.0,3125000.0,3875000.0,,2.40%,,13527132.0,6763566.0,8386822.0
Matt Schaub,Falcons,2017,1.0,,8000000.0,4000000.0,2500000.0,,2.40%,,13374850.0,6687425.0,4179641.0
Matt Moore,Panthers,2010,1.0,,3043000.0,3043000.0,0.0,,2.40%,,6586090.0,6586090.0,0.0
Marcus Mariota,Commanders,2024,1.0,,6000000.0,6000000.0,5390000.0,,2.30%,,6559123.0,6559123.0,5892279.0
Tyrod Taylor,Jets,2024,2.0,,12000000.0,6000000.0,8500000.0,,2.30%,,13118246.0,6559123.0,9292091.0
Josh Freeman,Vikings,2013,1.0,,2833334.0,2833334.0,0.0,,2.30%,,6431438.0,6431438.0,0.0
Matt Leinart,Texans,2011,2.0,,5500000.0,2750000.0,2000000.0,,2.30%,,12756802.0,6378401.0,4638837.0
Shaun Hill,Lions,2012,2.0,,5500000.0,2750000.0,1000000.0,,2.30%,,12733002.0,6366501.0,2315091.0
Shaun Hill,Vikings,2015,2.0,,6500000.0,3250000.0,3200000.0,,2.30%,,12666108.0,6333054.0,6235623.0
Mike Glennon,Cardinals,2018,2.0,,8000000.0,4000000.0,4000000.0,,2.30%,,12604966.0,6302483.0,6302483.0
Michael Penix Jr.,Falcons,2024,4.0,,22882636.0,5720659.0,22882636.0,,2.20%,,25015004.0,6253751.0,25015004.0
Jacoby Brissett,Cardinals,2025,2.0,,12500000.0,6250000.0,6500000.0,,2.20%,,12500000.0,6250000.0,6500000.0
Ryan Fitzpatrick,Bills,2009,3.0,,8250000.0,2750000.0,1170000.0,,2.20%,,18726829.0,6242276.0,2655805.0
Jacoby Brissett,Browns,2022,1.0,,4650000.0,4650000.0,4500000.0,,2.20%,,6235735.0,6235735.0,6034582.0
Marcus Mariota,Eagles,2023,1.0,,5000000.0,5000000.0,5000000.0,,2.20%,,6209964.0,6209964.0,6209964.0
Jarrett Stidham,Broncos,2023,2.0,,10000000.0,5000000.0,5000000.0,,2.20%,,12419929.0,6209964.0,6209964.0
Andy Dalton,Panthers,2023,2.0,,10000000.0,5000000.0,8000000.0,,2.20%,,12419929.0,6209964.0,9935943.0
Brian Griese,Broncos,2001,1.0,,1488000.0,1488000.0,0.0,,2.20%,,6163483.0,6163483.0,0.0
Josh Freeman,Buccaneers,2009,5.0,,13500000.0,2700000.0,9540000.0,,2.20%,,30643902.0,6128780.0,21655024.0
Chase Daniel,Lions,2020,3.0,,13050000.0,4350000.0,5000000.0,,2.20%,,18383249.0,6127750.0,7043391.0
Jarrett Stidham,Broncos,2025,2.0,,12000000.0,6000000.0,6990000.0,,2.10%,,12000000.0,6000000.0,6990000.0
Zach Wilson,Dolphins,2025,1.0,,6000000.0,6000000.0,6000000.0,,2.10%,,6000000.0,6000000.0,6000000.0
J.J. McCarthy,Vikings,2024,4.0,,21854796.0,5463699.0,21854796.0,,2.10%,,23891382.0,5972846.0,23891382.0
Mac Jones,JAX/NE,2021,4.0,,15586340.0,3896585.0,15586340.0,,2.10%,,23844965.0,5961241.0,23844965.0
Brian Hoyer,Colts,2019,3.0,,12000000.0,4000000.0,7000000.0,,2.10%,,17802338.0,5934113.0,10384697.0
Christian Ponder,Vikings,2011,4.0,,10158698.0,2539675.0,10158698.0,,2.10%,,23562272.0,5890569.0,23562272.0
Chad Henne,Jaguars,2017,1.0,,3500000.0,3500000.0,500000.0,,2.10%,,5851497.0,5851497.0,835928.0
Matt Hasselbeck,Colts,2015,1.0,,3000000.0,3000000.0,1000000.0,,2.10%,,5845896.0,5845896.0,1948632.0
Drew Stanton,Cardinals,2016,2.0,,6500000.0,3250000.0,4500000.0,,2.10%,,11688027.0,5844014.0,8091711.0
Matt Moore,Dolphins,2011,2.0,,5025000.0,2512500.0,1500000.0,,2.10%,,11655078.0,5827539.0,3479128.0
Deshaun Watson,Texans,2017,4.0,,13854482.0,3463621.0,13854482.0,,2.10%,,23162703.0,5790677.0,23162703.0
Kyle Orton,Broncos,2010,1.0,,2621000.0,2621000.0,0.0,,2.00%,,5672738.0,5672738.0,0.0
A.J. McCarron,Texans,2020,1.0,,4000000.0,4000000.0,3750000.0,,2.00%,,5634712.0,5634712.0,5282543.0
Sam Darnold,49ers,2023,1.0,,4500000.0,4500000.0,3500000.0,,2.00%,,5588968.0,5588968.0,4346975.0
Drew Lock,Giants,2024,1.0,,5000000.0,5000000.0,4950000.0,,2.00%,,5465936.0,5465936.0,5411276.0
Colt McCoy,Commanders,2016,3.0,,9000000.0,3000000.0,1800000.0,,1.90%,,16183422.0,5394474.0,3236684.0
Joe Flacco,Eagles,2021,1.0,,3500000.0,3500000.0,3500000.0,,1.90%,,5354521.0,5354521.0,5354521.0
Marcus Mariota,Raiders,2021,1.0,,3500000.0,3500000.0,3500000.0,,1.90%,,5354521.0,5354521.0,5354521.0
Joe Flacco,Jets,2021,1.0,,3500000.0,3500000.0,3500000.0,,1.90%,,5354521.0,5354521.0,5354521.0
Dwayne Haskins,Commanders,2019,4.0,,14416614.0,3604154.0,14416614.0,,1.90%,,21387453.0,5346864.0,21387453.0
Chad Henne,Chiefs,2018,2.0,,6700000.0,3350000.0,5115000.0,,1.90%,,10556659.0,5278330.0,8059300.0
Ryan Fitzpatrick,Buccaneers,2018,1.0,,3300000.0,3300000.0,1300000.0,,1.90%,,5199549.0,5199549.0,2048307.0
Chad Pennington,Jets,2000,5.0,,5755010.0,1151002.0,4131010.0,,1.90%,,25844412.0,5168882.0,18551406.0
Mark Brunell,Commanders,2007,1.0,,2000000.0,2000000.0,0.0,,1.80%,,5122936.0,5122936.0,0.0
Drew Stanton,Browns,2018,2.0,,6500000.0,3250000.0,4150000.0,,1.80%,,10241535.0,5120767.0,6538826.0
Colt McCoy,Commanders,2018,2.0,,6500000.0,3250000.0,2000000.0,,1.80%,,10241535.0,5120767.0,3151242.0
Bo Nix,Broncos,2024,4.0,,18613166.0,4653292.0,18613166.0,,1.80%,,20347674.0,5086919.0,20347674.0
Matt Moore,Dolphins,2015,1.0,,2600000.0,2600000.0,1600000.0,,1.80%,,5066443.0,5066443.0,3117811.0
E.J. Manuel,Bills,2013,4.0,,8885300.0,2221325.0,8885300.0,,1.80%,,20168909.0,5042227.0,20168909.0
Ryan Fitzpatrick,Buccaneers,2017,1.0,,3000000.0,3000000.0,1250000.0,,1.80%,,5015569.0,5015569.0,2089820.0
Tyson Bagent,Bears,2025,2.0,,10000000.0,5000000.0,2530000.0,,1.80%,,10000000.0,5000000.0,2530000.0
Aaron Rodgers,Packers,2005,5.0,,7655000.0,1531000.0,4077500.0,,1.80%,,24997380.0,4999476.0,13315064.0
Mike White,Dolphins,2023,2.0,,8000000.0,4000000.0,4500000.0,,1.80%,,9935943.0,4967972.0,5588968.0
Jameis Winston,Saints,2023,1.0,,4000000.0,4000000.0,4000000.0,,1.80%,,4967972.0,4967972.0,4967972.0
Baker Mayfield,Buccaneers,2023,1.0,,4000000.0,4000000.0,4000000.0,,1.80%,,4967972.0,4967972.0,4967972.0
Drew Lock,Seahawks,2023,1.0,,4000000.0,4000000.0,1750000.0,,1.80%,,4967972.0,4967972.0,2173488.0
Joe Flacco,Colts,2024,1.0,,4500000.0,4500000.0,4500000.0,,1.80%,,4919342.0,4919342.0,4919342.0
Tim Tebow,Broncos,2010,5.0,,11250000.0,2250000.0,7690000.0,,1.70%,,24348837.0,4869767.0,16643783.0
Shaun Hill,49ers,2008,3.0,,6000000.0,2000000.0,1950000.0,,1.70%,,14441379.0,4813793.0,4693448.0
David Carr,Giants,2009,1.0,,2100000.0,2100000.0,1000000.0,,1.70%,,4766829.0,4766829.0,2269919.0
Mark Sanchez,Eagles,2014,1.0,,2250000.0,2250000.0,1500000.0,,1.70%,,4723308.0,4723308.0,3148872.0
Kenny Pickett,LV/PHI/PIT/CLE,2022,4.0,,14067904.0,3516976.0,14067904.0,,1.70%,,18865316.0,4716329.0,18865316.0
Joe Flacco,Jets,2022,1.0,,3500000.0,3500000.0,2850000.0,,1.70%,,4693564.0,4693564.0,3821902.0
Case Keenum,Bills,2022,1.0,,3500000.0,3500000.0,2000000.0,,1.70%,,4693564.0,4693564.0,2682037.0
Geno Smith,Seahawks,2022,1.0,,3500000.0,3500000.0,500000.0,,1.70%,,4693564.0,4693564.0,670509.0
Brandon Weeden,Browns,2012,4.0,,8083596.0,2020899.0,7511288.0,,1.70%,,18714262.0,4678566.0,17389317.0
Tim Tebow,Jets,2012,3.0,,6054375.0,2018125.0,2531875.0,,1.70%,,14016430.0,4672143.0,5861522.0
Josh McCown,Cardinals,2005,1.0,,1430000.0,1430000.0,0.0,,1.70%,,4669661.0,4669661.0,0.0
Vince Young,Bills,2012,1.0,,2000000.0,2000000.0,350000.0,,1.70%,,4630182.0,4630182.0,810282.0
Brian Hoyer,Cardinals,2013,1.0,,2023000.0,2023000.0,0.0,,1.60%,,4592046.0,4592046.0,0.0
Nate Sudfeld,Eagles,2019,1.0,,3095000.0,3095000.0,0.0,,1.60%,,4591520.0,4591520.0,0.0
Matt McGloin,Raiders,2016,1.0,,2553000.0,2553000.0,0.0,,1.60%,,4590697.0,4590697.0,0.0
Brian Hoyer,Patriots,2012,1.0,,1927000.0,1927000.0,0.0,,1.60%,,4461181.0,4461181.0,0.0
A.J. McCarron,Texans,2019,1.0,,3000000.0,3000000.0,2500000.0,,1.60%,,4450584.0,4450584.0,3708820.0
Davis Mills,Texans,2024,2.0,,8116000.0,4058000.0,6316000.0,,1.60%,,8872307.0,4436153.0,6904570.0
Matt Cassel,Titans,2017,2.0,,5250000.0,2625000.0,500000.0,,1.60%,,8777246.0,4388623.0,835928.0
Christian Ponder,Raiders,2015,1.0,,2250000.0,2250000.0,1500000.0,,1.60%,,4384422.0,4384422.0,2922948.0
Derek Anderson,Panthers,2015,2.0,,4500000.0,2250000.0,1500000.0,,1.60%,,8768844.0,4384422.0,2922948.0
Jameis Winston,Browns,2024,1.0,,4000000.0,4000000.0,4000000.0,,1.60%,,4372749.0,4372749.0,4372749.0
Jordan Love,Packers,2020,4.0,,12383470.0,3095868.0,12383470.0,,1.60%,,17444323.0,4361081.0,17444323.0
Colt McCoy,Cardinals,2022,2.0,,7500000.0,3250000.0,6000000.0,,1.60%,,10057637.0,4358309.0,8046110.0
Gardner Minshew,Colts,2023,1.0,,3500000.0,3500000.0,3500000.0,,1.60%,,4346975.0,4346975.0,4346975.0
Mark Brunell,Saints,2008,2.0,,3600000.0,1800000.0,500000.0,,1.60%,,8664828.0,4332414.0,1203448.0
Tim Couch,Packers,2004,1.0,,1250000.0,1250000.0,625000.0,,1.60%,,4330992.0,4330992.0,2165496.0
Johnny Manziel,Browns,2014,4.0,,8248596.0,2062149.0,7707913.0,,1.60%,,17315850.0,4328962.0,16180822.0
Paxton Lynch,Broncos,2016,4.0,,9476306.0,2369077.0,8334083.0,,1.50%,,17039896.0,4259975.0,14985998.0
Jason Campbell,Browns,2013,2.0,,3750000.0,1875000.0,500000.0,,1.50%,,8512195.0,4256098.0,1134959.0
Joe Flacco,Browns,2025,1.0,,4250000.0,4250000.0,3000000.0,,1.50%,,4250000.0,4250000.0,3000000.0
Jaxson Dart,Giants,2025,4.0,,16977942.0,4244486.0,16977942.0,,1.50%,,16977942.0,4244486.0,16977942.0
Andy Dalton,Cowboys,2020,1.0,,3000000.0,3000000.0,3000000.0,,1.50%,,4226034.0,4226034.0,4226034.0
Charlie Whitehurst,Titans,2014,2.0,,4000000.0,2000000.0,2000000.0,,1.50%,,8396992.0,4198496.0,4198496.0
Luke McCown,Jaguars,2011,1.0,,1800000.0,1800000.0,250000.0,,1.50%,,4174953.0,4174953.0,579855.0
Nick Foles,Colts,2022,2.0,,6200000.0,3100000.0,4000000.0,,1.50%,,8314313.0,4157157.0,5364073.0
Austin Davis,Browns,2015,3.0,,4173530.0,2086765.0,600000.0,,1.50%,,8132674.0,4066337.0,1169179.0
Andy Dalton,Saints,2022,1.0,,3000000.0,3000000.0,3000000.0,,1.40%,,4023055.0,4023055.0,4023055.0
Joshua Dobbs,Patriots,2025,2.0,,8000000.0,4000000.0,3800000.0,,1.40%,,8000000.0,4000000.0,3800000.0
Jameis Winston,Giants,2025,2.0,,8000000.0,4000000.0,5250000.0,,1.40%,,8000000.0,4000000.0,5250000.0
Andy Dalton,Panthers,2025,2.0,,8000000.0,4000000.0,6000000.0,,1.40%,,8000000.0,4000000.0,6000000.0
Blaine Gabbert,49ers,2015,2.0,,4000000.0,2000000.0,500000.0,,1.40%,,7794528.0,3897264.0,974316.0
Matt Cassel,Bills,2015,1.0,,2000000.0,2000000.0,0.0,,1.40%,,3897264.0,3897264.0,0.0
Matt Schaub,Ravens,2015,1.0,,2000000.0,2000000.0,2000000.0,,1.40%,,3897264.0,3897264.0,3897264.0
Charlie Whitehurst,Colts,2015,1.0,,2000000.0,2000000.0,0.0,,1.40%,,3897264.0,3897264.0,0.0
Matt Cassel,Cowboys,2015,1.0,,2000000.0,2000000.0,0.0,,1.40%,,3897264.0,3897264.0,0.0
Charlie Whitehurst,Titans,2015,1.0,,2000000.0,2000000.0,0.0,,1.40%,,3897264.0,3897264.0,0.0
Case Keenum,Texans,2023,2.0,,6250000.0,3125000.0,4000000.0,,1.40%,,7762456.0,3881228.0,4967972.0
C.J. Beathard,Jaguars,2021,2.0,,5000000.0,2500000.0,2500000.0,,1.40%,,7649315.0,3824658.0,3824658.0
Mitchell Trubisky,Bills,2021,1.0,,2500000.0,2500000.0,2000000.0,,1.40%,,3824658.0,3824658.0,3059726.0
Mason Rudolph,Steelers,2025,2.0,,7500000.0,3750000.0,3000000.0,,1.30%,,7500000.0,3750000.0,3000000.0
Drew Brees,Chargers,2001,4.0,,3605000.0,901250.0,1845000.0,,1.30%,,14932364.0,3733091.0,7642222.0
Lamar Jackson,Ravens,2018,4.0,,9471652.0,2367913.0,8055062.0,,1.30%,,14923732.0,3730933.0,12691723.0
Teddy Bridgewater,Lions,2023,1.0,,3000000.0,3000000.0,2550000.0,,1.30%,,3725979.0,3725979.0,3167082.0
Rob Johnson,Commanders,2003,2.0,,2000000.0,1000000.0,245000.0,,1.30%,,7444639.0,3722319.0,911968.0
Landry Jones,Steelers,2017,2.0,,4400000.0,2200000.0,600000.0,,1.30%,,7356168.0,3678084.0,1003114.0
